00E41B,2014-03-04,000365709222,2014-03-04 01:59:35.000,2014-03-04 01:59:52.000,8113,FB,2014-03-12,2014-03-13 00:16:00,2014-03-13 01:24:00,MBS,ORD,Y,Y,1,TV,1,2,0
00E41B,2014-03-04,000365709222,2014-03-04 01:59:35.000,2014-03-04 01:59:52.000,3017,FB,2014-03-12,2014-03-13 03:00:00,2014-03-13 11:05:00,ORD,LHR,F,F,1,TV,2,3,1
00E41B,2014-03-04,000365709222,2014-03-04 01:59:35.000,2014-03-04 01:59:52.000,9067,FB,2014-03-13,2014-03-13 14:50:00,2014-03-13 23:10:00,LHR,EWR,F,F,1,TV,3,0,2
0154CE,2013-09-06,000365709222,2013-09-06 04:21:17.000,2013-09-06 04:22:43.000,9557,FB,2013-09-30,2013-09-30 18:00:00,2013-09-30 19:02:00,ORD,MBS,Y,Y,1,TV,1,0,0
0154CE,2013-09-06,000365709222,2013-09-06 04:22:43.000,2013-09-06 04:23:04.000,5899,FB,2013-10-04,2013-10-04 13:00:00,2013-10-04 14:13:00,MBS,ORD,Y,Y,1,TV,2,3,0
0154CE,2013-09-06,000365709222,2013-09-06 04:22:43.000,2013-09-06 04:23:04.000,3440,FB,2013-10-04,2013-10-04 15:32:00,2013-10-04 17:50:00,ORD,EWR,Y,Y,1,TV,3,0,2
0154CE,2013-09-06,000365709222,2013-09-06 04:22:43.000,2013-09-29 06:04:51.000,9557,FB,2013-09-30,2013-09-30 18:00:00,2013-09-30 19:02:00,ORD,MBS,Y,Y,1,NV,1,0,0
0154CE,2013-09-06,000365709222,2013-09-06 04:23:04.000,2013-09-06 04:25:06.000,5899,FB,2013-10-04,2013-10-04 13:00:00,2013-10-04 14:13:00,MBS,ORD,Y,Y,1,NV,2,3,0
0154CE,2013-09-06,000365709222,2013-09-06 04:25:06.000,2013-09-06 04:25:46.000,3440,FB,2013-10-04,2013-10-04 15:32:00,2013-10-04 17:50:00,ORD,EWR,P,F,1,TV,3,0,2
0154CE,2013-09-06,000365709222,2013-09-06 04:25:06.000,2013-09-29 06:04:51.000,5899,FB,2013-10-04,2013-10-04 13:00:00,2013-10-04 14:13:00,MBS,ORD,Y,Y,1,NV,2,3,0
0154CE,2013-09-06,000365709222,2013-09-06 04:25:46.000,2013-09-29 06:04:51.000,3440,FB,2013-10-04,2013-10-04 15:32:00,2013-10-04 17:50:00,ORD,EWR,P,F,1,NV,3,0,2
0154CE,2013-09-06,000365709222,2013-09-29 06:04:51.000,2013-10-02 18:57:08.000,5899,FB,2013-10-04,2013-10-04 13:00:00,2013-10-04 14:13:00,MBS,ORD,Y,Y,1,NV,2,3,0
0154CE,2013-09-06,000365709222,2013-09-29 06:04:51.000,2013-10-02 18:57:08.000,3440,FB,2013-10-04,2013-10-04 15:32:00,2013-10-04 17:50:00,ORD,EWR,P,F,1,NV,3,0,2
0202CE,2014-03-30,000365709222,2014-03-30 19:10:52.000,2014-03-30 19:12:43.000,1585,FB,2014-04-04,2014-04-04 09:05:00,2014-04-04 17:05:00,LHR,EWR,P,C,1,TV,3,0,2
0202CE,2014-03-30,000365709222,2014-03-30 19:10:52.000,2014-03-30 19:12:43.000,9557,FB,2014-04-03,2014-04-03 19:44:00,2014-04-03 20:54:00,MBS,ORD,Y,Y,1,TV,1,2,0
0202CE,2014-03-30,000365709222,2014-03-30 19:10:52.000,2014-03-30 19:12:43.000,2308,FB,2014-04-03,2014-04-03 23:20:00,2014-04-04 07:35:00,ORD,LHR,F,F,1,TV,2,3,1
0202CE,2014-03-30,000365709222,2014-03-30 19:12:43.000,2014-04-03 19:39:54.000,1585,FB,2014-04-04,2014-04-04 09:05:00,2014-04-04 17:05:00,LHR,EWR,P,C,1,NV,3,0,2
0202CE,2014-03-30,000365709222,2014-03-30 19:12:43.000,2014-04-03 19:39:54.000,9557,FB,2014-04-03,2014-04-03 19:44:00,2014-04-03 20:54:00,MBS,ORD,Y,Y,1,NV,1,2,0
0202CE,2014-03-30,000365709222,2014-03-30 19:12:43.000,2014-04-03 19:39:54.000,2308,FB,2014-04-03,2014-04-03 23:20:00,2014-04-04 07:35:00,ORD,LHR,F,F,1,NV,2,3,1
0202CE,2014-03-30,000365709222,2014-04-03 19:39:47.000,2014-04-03 19:39:54.000,6647,FB,2014-04-03,2014-04-04 02:15:00,2014-04-04 04:28:00,ORD,EWR,Y,Y,1,TV,4,0,0
0202CE,2014-03-30,000365709222,2014-04-03 19:39:54.000,2014-04-03 19:40:03.000,1585,FB,2014-04-04,2014-04-04 09:05:00,2014-04-04 17:05:00,LHR,EWR,P,C,1,NV,4,0,3
0202CE,2014-03-30,000365709222,2014-04-03 19:39:54.000,2014-04-03 19:40:03.000,2308,FB,2014-04-03,2014-04-03 23:20:00,2014-04-04 07:35:00,ORD,LHR,F,F,1,NV,3,4,0
0202CE,2014-03-30,000365709222,2014-04-03 19:39:54.000,2014-04-03 19:40:59.000,9557,FB,2014-04-03,2014-04-03 19:44:00,2014-04-03 20:54:00,MBS,ORD,Y,Y,1,NV,1,2,0
0202CE,2014-03-30,000365709222,2014-04-03 19:40:03.000,2014-04-03 19:40:59.000,1585,FB,2014-04-04,2014-04-04 09:05:00,2014-04-04 17:05:00,LHR,EWR,P,C,1,NV,5,0,4
0202CE,2014-03-30,000365709222,2014-04-03 19:40:03.000,2014-04-03 19:40:59.000,2308,FB,2014-04-03,2014-04-03 23:20:00,2014-04-04 07:35:00,ORD,LHR,F,F,1,NV,4,5,0
0202CE,2014-03-30,000365709222,2014-04-03 19:40:59.000,2014-04-03 19:40:59.001,9557,FB,2014-04-03,2014-04-03 19:44:00,2014-04-03 20:54:00,MBS,ORD,Y,Y,1,NV,1,2,0
0202CE,2014-03-30,000365709222,2014-04-03 19:40:59.001,2014-04-03 23:39:22.000,9557,FB,2014-04-03,2014-04-03 19:44:00,2014-04-03 20:54:00,MBS,ORD,Y,Y,1,NV,1,2,0
0202CE,2014-03-30,000365709222,2014-04-03 22:51:28.000,2014-04-03 23:08:27.000,3017,FB,2014-04-03,2014-04-04 02:00:00,2014-04-04 10:15:00,ORD,LHR,F,F,1,TV,5,0,0
0202CE,2014-03-30,000365709222,2014-04-03 23:08:27.000,2014-04-03 23:39:22.000,6647,FB,2014-04-03,2014-04-04 02:15:00,2014-04-04 04:28:00,ORD,EWR,P,C,1,TV,7,0,0
0202CE,2014-03-30,000365709222,2014-04-03 23:08:27.000,2014-04-03 23:39:22.000,3017,FB,2014-04-03,2014-04-04 02:00:00,2014-04-04 10:15:00,ORD,LHR,F,F,1,NV,5,0,0
0202CE,2014-03-30,000365709222,2014-04-03 23:39:22.000,2014-04-04 01:11:34.000,9557,FB,2014-04-03,2014-04-03 19:44:00,2014-04-03 20:54:00,MBS,ORD,Y,Y,1,NV,1,3,0
0202CE,2014-03-30,000365709222,2014-04-03 23:39:22.000,2014-04-04 01:11:34.000,6647,FB,2014-04-03,2014-04-04 02:15:00,2014-04-04 04:28:00,ORD,EWR,P,C,1,NV,5,0,0
0202CE,2014-03-30,000365709222,2014-04-03 23:39:22.000,2014-04-04 01:11:34.000,3017,FB,2014-04-03,2014-04-04 02:00:00,2014-04-04 10:15:00,ORD,LHR,F,F,1,NV,3,0,1
020904,2012-05-30,000950169665,2012-05-30 13:46:15.000,2012-05-30 13:46:15.001,3989,FB,2012-06-28,2012-06-28 21:29:00,2012-06-29 00:15:00,IAH,ORD,Y,W,1,TV,2,0,0
020904,2012-05-30,000950169665,2012-05-30 13:46:15.000,2012-05-30 13:46:15.001,1891,FB,2012-06-25,2012-06-25 11:28:00,2012-06-25 14:00:00,ORD,IAH,Y,S,1,TV,1,0,0
022CA9,2013-02-22,000365709222,2013-02-22 23:21:58.000,2013-02-22 23:22:17.000,2416,FB,2013-03-01,2013-03-01 17:59:00,2013-03-01 20:36:00,EWR,ORD,P,F,1,TV,1,0,0
026A7C,2012-05-14,000365709222,2012-05-14 19:47:04.000,2012-05-14 19:47:10.000,9411,FB,2012-05-15,2012-05-15 17:36:00,2012-05-16 06:30:00,ORD,NRT,F,F,1,TV,1,2,0
026A7C,2012-05-14,000365709222,2012-05-14 19:47:04.000,2012-05-14 19:47:10.000,1546,FB,2012-05-16,2012-05-16 07:55:00,2012-05-16 19:24:00,NRT,ORD,F,F,1,TV,2,0,1
026A7C,2012-05-14,000365709222,2012-05-15 11:15:34.000,2012-05-15 11:15:35.000,9411,FB,2012-05-16,2012-05-16 17:36:00,2012-05-17 06:30:00,ORD,NRT,F,F,1,TV,1,2,0
026A7C,2012-05-14,000365709222,2012-05-15 11:15:34.000,2012-05-15 11:15:35.000,1546,FB,2012-05-17,2012-05-17 07:55:00,2012-05-17 19:24:00,NRT,ORD,F,F,1,TV,2,0,1
027963,2014-06-19,000365709222,2014-06-19 19:32:34.000,2014-06-19 19:32:48.000,1585,FB,2014-06-25,2014-06-25 09:05:00,2014-06-25 17:00:00,LHR,EWR,P,J,1,TV,2,0,1
027963,2014-06-19,000365709222,2014-06-19 19:32:34.000,2014-06-19 19:32:48.000,2308,FB,2014-06-24,2014-06-24 23:25:00,2014-06-25 07:35:00,ORD,LHR,F,F,1,TV,1,2,0
027963,2014-06-19,000365709222,2014-06-19 19:32:48.000,2014-06-20 21:34:26.000,2308,FB,2014-06-24,2014-06-24 23:25:00,2014-06-25 07:35:00,ORD,LHR,F,F,1,NV,1,2,0
027963,2014-06-19,000365709222,2014-06-20 21:34:26.000,2014-06-20 21:34:27.000,8421,FB,2014-06-25,2014-06-25 11:05:00,2014-06-25 19:10:00,LHR,EWR,F,F,1,TV,2,0,1
027963,2014-06-19,000365709222,2014-06-20 21:34:26.000,2014-06-20 21:34:27.000,2308,FB,2014-06-24,2014-06-24 23:25:00,2014-06-25 07:35:00,ORD,LHR,F,F,1,NV,1,2,0
027963,2014-06-19,000365709222,2014-06-20 21:34:27.000,2014-06-25 01:53:53.000,8421,FB,2014-06-25,2014-06-25 11:05:00,2014-06-25 19:10:00,LHR,EWR,F,F,1,NV,2,0,1
027963,2014-06-19,000365709222,2014-06-20 21:34:27.000,2014-06-25 01:53:53.000,2308,FB,2014-06-24,2014-06-24 23:25:00,2014-06-25 07:35:00,ORD,LHR,F,F,1,NV,1,2,0
02A6A6,2013-01-12,000365709222,2013-01-12 15:45:33.000,2013-01-12 15:46:04.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,TV,2,0,0
02A6A6,2013-01-12,000365709222,2013-01-12 15:45:33.000,2013-01-12 15:46:04.000,4778,FB,2013-11-27,2013-11-27 18:25:00,2013-11-28 05:05:00,EWR,HNL,P,F,2,TV,1,0,0
02A6A6,2013-01-12,000365709222,2013-01-12 15:57:20.000,2013-01-12 15:58:14.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,TV,2,0,0
02A6A6,2013-01-12,000365709222,2013-01-12 15:57:20.000,2013-01-12 15:58:14.000,4778,FB,2013-11-27,2013-11-27 18:25:00,2013-11-28 05:05:00,EWR,HNL,P,F,2,TV,1,0,0
02A6A6,2013-01-12,000365709222,2013-01-12 15:58:14.000,2013-01-13 03:12:12.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,NV,2,0,0
02A6A6,2013-01-12,000365709222,2013-01-13 03:12:12.000,2013-01-13 03:12:38.000,5950,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:45:00,LAX,HNL,P,F,2,TV,2,0,1
02A6A6,2013-01-12,000365709222,2013-01-13 03:12:12.000,2013-01-13 03:12:38.000,2017,FB,2013-11-27,2013-11-27 20:00:00,2013-11-28 01:54:00,EWR,LAX,P,F,2,TV,1,2,0
02A6A6,2013-01-12,000365709222,2013-01-13 03:12:12.000,2013-03-30 01:38:30.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,NV,3,0,0
